ticker,company_name,sector,sub_sector,industry,sub_industry,sub_industry_code,index_membership,listing_date,listing_board,shares_outstanding,market_cap
GJTL,Gajah Tunggal Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Tires,E112,"COMPOSITE, ESGSKEHATI, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",1990-05-08,Main,3484800000,4268880000000
GLOB,Globe Kita Terang Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail,E742,"COMPOSITE, IDXCYCLIC",2012-07-10,Watchlist,1111112000,172222360000
GLVA,Galva Technologies Tbk.,Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,I231,"COMPOSITE, IDXTECHNO, ISSI, MBX",2019-12-23,Main,1500000000,459000000000
GMFI,Garuda Maintenance Facility Ae,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Airport Operators,J111,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2017-10-10,Development,124835258434,6741103955436
GMTD,Gowa Makassar Tourism Developm,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2000-12-11,Development,1015380000,1299686400000
GOLD,Visi Telekomunikasi Infrastruk,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, DBX, IDXINFRA, ISSI",2010-07-07,Development,1277276000,334646312000
GOLF,Intra Golflink Resorts Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Recreational & Sports Facilities,E514,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",2024-07-08,Main,19486760000,3117881600000
GOLL,Golden Plantation Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC",2014-12-23,Watchlist,3665000759,183250037950
GOOD,Garudafood Putra Putri Jaya Tb,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2018-10-10,Main,36897901455,10847983027770
GOTO,GoTo Gojek Tokopedia Tbk.,Technology,Software & IT Services,Software,Software,I131,"COMPOSITE, DBX, IDX30, IDX80, IDXESGL, IDXLQ45LCL, IDXTECHNO, KOMPAS100, LQ45",2022-04-11,Development,1140573267220,57028663361000
GOTOM,MVS GoTo Gojek Tokopedia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,,,,,3438877640000
GPRA,Perdana Gapuraprima Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2007-10-10,Development,4276655336,436218844272
GPSO,Geoprima Solusi Tbk.,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components,C143,"COMPOSITE, DBX, IDXINDUST, ISSI",2021-09-06,Development,733415103,222958191312
GRIA,Ingria Pratama Capitalindo Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",,Development,7375720674,885086480880
GRPH,Griptha Putra Persada Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2024-01-17,Development,1000000000,59000000000
GRPM,Graha Prima Mentari Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Soft Drinks,D212,ABX,2023-07-10,Acceleration,1571666469,358339954932
GSMF,Equity Development Investment,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",1989-10-23,Development,15456814805,1360199702840
GTBO,Garda Tujuh Buana Tbk,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, DBX, IDXENERGY",2009-07-09,Development,2500000000,425000000000
GTRA,Grahaprima Suksesmandiri Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2023-03-30,Development,1894375000,458438750000
GTSI,GTS Internasional Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM",2021-09-08,Development,15819142767,2420328843351
GULA,Aman Agrindo Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, ISSI",,Development,1070362500,845586375000
GUNA,Gunanusa Eramandiri Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, DBX, IDXNONCYC, ISSI",2024-07-09,Development,2500000000,505000000000
GWSA,Greenwood Sejahtera Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2011-12-23,Development,7800760000,1014098800000
GZCO,Gozco Plantations Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2008-05-15,Main,6000000000,1056000000000
HADE,Himalaya Energi Perkasa Tbk.,Infrastructures,Utilities,Gas Utilities,Gas Utilities,J421,"COMPOSITE, IDXINFRA, ISSI",2004-04-12,Watchlist,2120000000,38160000000
HAIS,Hasnur Internasional Shipping,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2021-09-01,Development,2626250000,491108750000
HAJJ,Arsy Buana Travelindo Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Travel Agencies,E513,ABX,2023-04-05,Acceleration,2468527572,261663922632
HALO,Haloni Jane Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, DBX, IDXHEALTH, ISSI",2023-02-08,Development,6078729117,431589767307
HATM,Habco Trans Maritima Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, IDXSMC-COM, IDXTRANS, ISSI, MBX",2022-07-26,Main,8680000000,4600400000000
HBAT,Minahasa Membangun Hebat Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,ABX,,Acceleration,1040740800,233125939200
HDFA,Radana Bhaskara Finance Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, DBX, IDXFINANCE",2011-05-10,Development,6542445783,601905012036
HDIT,Hensel Davest Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXTECHNO, ISSI",2019-07-12,Main,1524680000,77758680000
HEAL,Medikaloka Hermina Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, I-GRADE, IDX80, IDXHEALTH, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX",2018-05-16,Main,15365950000,12292760000000
HELI,Jaya Trishindo Tbk.,Transportation & Logistic,Transportation,Airlines,Airlines,K111,"COMPOSITE, DBX, IDXTRANS, ISSI",2018-03-27,Development,832862387,152413816821
HERO,DFI Retail Nusantara Tbk.,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Supermarkets & Convenience Store,D113,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",,Main,4183634000,1397333756000
HEXA,Hexindo Adiperkasa Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI, MBX",1995-02-13,Main,840000000,3754800000000
HGII,Hero Global Investment Tbk.,Infrastructures,Utilities,Electric Utilities,Electric Utilities,J411,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2025-01-09,Development,6500000000,793000000000
HILL,Hillcon Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, IDXENERGY, IDXSMC-COM",2023-03-01,Watchlist,14741500000,235864000000
HITS,Humpuss Intermoda Transportasi,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, IDXENERGY",1997-12-15,Watchlist,7101084801,823725836916
HKMU,HK Metals Utama Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Aluminum,B141,"COMPOSITE, IDXBASIC",2018-10-09,Watchlist,3221750000,161087500000
HMSP,H.M. Sampoerna Tbk.,Consumer Non-Cyclicals,Tobacco,Tobacco,Tobacco,D311,"COMPOSITE, IDXHIDIV20, IDXNONCYC, KOMPAS100, MBX",,Main,116318076900,85493786521500
HOKI,Buyung Poetra Sembada Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, ISSI",2017-06-22,Development,9677752680,522598644720
HOME,Hotel Mandarine Regency Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, IDXCYCLIC, IDXSMC-COM",2008-07-17,Watchlist,22212194782,1110609739100
HOMI,Grand House Mulia Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2020-09-10,Development,1575000000,278775000000
HOPE,Harapan Duta Pertiwi Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"COMPOSITE, DBX, IDXINDUST, ISSI",2021-05-24,Development,2130360203,451636363036
HOTL,Saraswati Griya Lestari Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, IDXCYCLIC",2013-01-10,Watchlist,3550001452,177500072600
HRME,Menteng Heritage Realty Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, IDXCYCLIC",2019-04-12,Watchlist,5958750000,250267500000
HRTA,Hartadinata Abadi Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,"Clothing, Accessories & Bags",E411,"COMPOSITE, ECONOMIC30, I-GRADE, IDX80, IDXCYCLIC, IDXG30, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, IDXVESTA28, ISSI, JII70, KOMPAS100, LQ45, MBX",2017-06-21,Main,4605262400,8542761752000
HRUM,Harum Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDX80, IDXBASIC, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX",2010-10-06,Main,13518100000,11287613500000
HUMI,Humpuss Maritim Internasional,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM",,Development,18063771579,2474676478520
HYGN,Ecocare Indo Pasifik Tbk.,Industrials,Industrial Services,Commercial Services,Environmental & Facilities Services,C222,"COMPOSITE, DBX, IDXINDUST, ISSI",2024-02-13,Development,2525000000,431775000000
IATA,Karya Pacific Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",2006-09-13,Development,31275829981,2376963078556
IBFN,Intan Baru Prana Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"COMPOSITE, IDXINDUST",2014-12-22,Watchlist,1517332349,95591937987
IBOS,Indo Boga Sukses Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,ABX,2022-04-25,Acceleration,8065789529,516210529856
IBST,Inti Bangun Sejahtera Tbk.,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI",,Watchlist,1350904927,11448919256325
ICBP,Indofood CBP Sukses Makmur Tbk,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"BISNIS-27, COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXG30, IDXLQ45LCL, IDXNONCYC, IDXSHAGROW, IDXVESTA28, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36, SRI-KEHATI",2010-10-07,Main,11661908000,81341808300000
ICON,Island Concepts Indonesia Tbk.,Industrials,Industrial Services,Commercial Services,Business Support Services,C224,"COMPOSITE, DBX, IDXINDUST, ISSI",2005-07-08,Development,1089750000,116603250000
IDEA,Idea Indonesia Akademi Tbk.,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services,E521,ABX,2021-09-09,Acceleration,1062437500,65871125000
IDPR,Indonesia Pondasi Raya Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, ISSI",2015-12-10,Development,2003000000,580870000000
IFII,Indonesia Fibreboard Industry,Basic Materials,Basic Materials,Forestry & Paper,Timber,B151,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",2019-12-10,Development,9412000000,1938872000000
IFSH,Ifishdeco Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI",2019-12-05,Watchlist,2125000000,2454375000000
IGAR,Champion Pacific Indonesia Tbk,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",1990-11-05,Development,927780600,404512341600
IIKP,Inti Agri Resources Tbk,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods,E321,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI",2002-10-14,Watchlist,33600000000,1680000000000
IKAI,Intikeramik Alamasri Industri,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, IDXINDUST, ISSI",1997-06-04,Watchlist,13305799387,266115987740
IKAN,Era Mandiri Cemerlang Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry",D231,"COMPOSITE, DBX, IDXNONCYC, ISSI",2020-02-12,Development,833333000,69999972000
IKBI,Sumi Indo Kabel Tbk.,Industrials,Industrial Goods,Electrical,Electrical Components & Equipment,C131,"COMPOSITE, DBX, IDXINDUST, ISSI",1991-01-21,Development,1224000000,691560000000
IKPM,Ikapharmindo Putramas Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, DBX, IDXHEALTH, ISSI",2023-11-08,Development,1684662500,315031887500
IMAS,Indomobil Sukses Internasional,Consumer Cyclicals,Retailing,Specialty Retail,Automotive Retail,E745,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, MBX",1993-11-15,Main,3994291039,3415118838345
IMJS,Indomobil Multi Jasa Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, DBX, IDXSMC-COM, IDXTRANS",2013-12-10,Development,10849262500,1714183475000
IMPC,Impack Pratama Industri Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, IDXINDUST, ISSI, JII70, KOMPAS100, MBX",2014-12-17,Main,54907000000,84831315000000
INAF,Indofarma Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, IDXHEALTH",2001-04-17,Watchlist,3099267500,390507705000
INAI,Indal Aluminium Industry Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Aluminum,B141,"COMPOSITE, DBX, IDXBASIC",1994-12-05,Development,633600000,112147200000
INCF,Indo Komoditi Korpora Tbk.,BASIC INDUSTRY AND CHEMICALS,Other not elsewhere classified,,,,"COMPOSITE, IDXBASIC",2016-09-06,Watchlist,1438370465,71918523250
INCI,Intanwijaya Internasional Tbk,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC, ISSI",1990-07-24,Development,207656617,138091650305
INCO,Vale Indonesia Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"BISNIS-27, COMPOSITE, ECONOMIC30, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXBASIC, IDXESGL, IDXG30, IDXLQ45LCL, Investor33, KOMPAS100, LQ45, MBX, MNC36",1990-05-16,Main,10539784534,55597363416850
INDF,Indofood Sukses Makmur Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXG30, IDXHIDIV20, IDXLQ45LCL, IDXNONCYC, IDXSHAGROW, IDXV30, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36, SRI-KEHATI",1994-07-14,Main,8780426500,61243474837500
INDO,Royalindo Investa Wijaya Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Services,H112,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM",2020-01-13,Development,4480741638,788610528288
INDR,Indo-Rama Synthetics Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",,Development,654351707,1505008926100
INDS,Indospring Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,E111,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",,Development,6562497100,1837499188000
INDX,Tanah Laut Tbk,Industrials,Industrial Services,Professional Services,Research & Consulting Services,C232,"COMPOSITE, DBX, IDXINDUST",2001-05-17,Development,437913588,26274815280
INDY,Indika Energy Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDX80, IDXENERGY, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX",2008-06-11,Main,5210192000,13702804960000
INET,Sinergi Inti Andalan Prima Tbk,Infrastructures,Telecommunication,Telecommunication Service,Wired Telecommunication Service,J311,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM, IDXSMC-LIQ, ISSI, KOMPAS100",2023-07-24,Development,22375261532,5235763700232
INKP,Indah Kiat Pulp & Paper Tbk.,Basic Materials,Basic Materials,Forestry & Paper,Paper,B152,"BISNIS-27, COMPOSITE, ECONOMIC30, I-GRADE, IDX30, IDX80, IDXBASIC, IDXG30, IDXLQ45LCL, IDXSHAGROW, IDXV30, IDXVESTA28, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36",1990-07-16,Main,5470982941,45956256704400
INOV,Inocycle Technology Group Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, DBX, IDXCYCLIC",2019-07-10,Development,1808221900,256767509800
INPC,Bank Artha Graha Internasional,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",,Main,20021178779,2802965029060
INPP,Indonesian Paradise Property T,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2004-01-12,Development,11181971732,7827380212400
INPS,Indah Prakasa Sentosa Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, IDXENERGY",2018-04-06,Watchlist,650000000,432250000000
INRU,Toba Pulp Lestari Tbk.,,,,,,,1990-06-18,Watchlist,1388883283,
INTA,Intraco Penta Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"COMPOSITE, IDXINDUST",,Watchlist,3343935022,203980036342
INTD,Inter Delta Tbk,Basic Materials,Basic Materials,Forestry & Paper,Paper,B152,"COMPOSITE, DBX, IDXBASIC, ISSI",1989-12-18,Development,591828000,149140656000
INTP,Indocement Tunggal Prakarsa Tb,Basic Materials,Basic Materials,Construction Materials,Construction Materials,B121,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX80, IDXBASIC, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, IDXV30, Investor33, ISSI, JII70, KOMPAS100, MBX, SMinfra18, SRI-KEHATI",1989-12-05,Main,3431073399,16023112773330
IOTF,Sumber Sinergi Makmur Tbk.,Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,I231,"COMPOSITE, DBX, IDXTECHNO, ISSI",2023-10-06,Development,5290298067,280385797551
IPAC,Era Graharealty Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,ABX,2021-06-30,Acceleration,949868500,153878697000
IPCC,Indonesia Kendaraan Terminal T,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Marine Ports & Services,J113,"COMPOSITE, IDXINFRA, IDXSMC-COM, MBX",2018-07-09,Main,1818384820,2091142543000
IPCM,Jasa Armada Indonesia Tbk.,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Marine Ports & Services,J113,"COMPOSITE, IDXINFRA, IDXMESBUMN, IDXSMC-COM, ISSI, MBX",2017-12-22,Main,5284811100,1627721818800
IPOL,Indopoly Swakarsa Industry Tbk,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",2010-07-09,Development,6443379509,682998227954
IPPE,Indo Pureco Pratama Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC",2021-12-09,Watchlist,4600000000,64400000000
IPTV,MNC Vision Networks Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Cable & Satellite,E613,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI",2019-07-08,Watchlist,42197950841,1308136476071
